치매안심센터명,시도,시군구,우편번호,주소1,주소2,도로명코드,법정동코드,행정동코드,위도,경도,홈페이지,전화번호,팩스번호,개소일
경상북도성주군치매안심센터,경상북도,성주군,40023,"경북 성주군 성주읍 성밖숲길 12 (경산리, 성주군보건소)",성주군치매안심센터,4763204,4784025000,4784025000,35.91738188,128.2786954,sj.nid.or.kr,054-930-8191,054-930-8139,2018-09-10
경상북도안동시치매안심센터,경상북도,안동시,36725,경북 안동시 보현로 12 (용상동),안동시치매안심센터,3307019,4717010300,4717051000,36.55003666,128.758853,andong.nid.or.kr,054-840-5779,054-821-0178,2019-12-16
경상북도영덕군치매안심센터,경상북도,영덕군,36431,"경북 영덕군 영덕읍 군청길 53 (덕곡리, 보건소)",영덕군치매안심센터,3018013,4777025024,4777025000,36.41360347,129.3734372,yd.nid.or.kr,054-730-7177,054-730-6179,2019-07-01
경상북도영양군치매안심센터,경상북도,영양군,36540,"경북 영양군 영양읍 동서대로 82 (동부리, 영양군 보건소)",3층 치매안심센터,2317001,4776025021,4776025000,36.66194588,129.1180639,yyg.nid.or.kr,054-680-5126,054-680-5899,2019-10-14
경상북도영주시치매안심센터,경상북도,영주시,36079,"경북 영주시 영주로159번길 73 (영주동, 치매안심센터)",치매안심센터,3309085,4721010100,4721059000,36.82876451,128.616018,yeongju.nid.or.kr,054-639-5733,054-639-5749,2018-07-16
경상북도영천시치매안심센터,경상북도,영천시,38849,"경북 영천시 옛군청1길 31 (문내동, 영천시 보건소)",영천시 치매안심센터,4730468,4723010400,4723052000,35.9687455,128.9324014,yc.nid.or.kr,054-339-7845,,2018-11-08
경상북도예천군치매안심센터,경상북도,예천군,36822,"경북 예천군 예천읍 군청길 33 (노상리, 예천군보건소)",예천군치매안심센터,3307052,4790025022,4790025000,36.65769827,128.4529779,ycg.nid.or.kr,054-650-8102,054-650-8049,2019-06-17
경상북도울릉군치매안심센터,경상북도,울릉군,40217,"경북 울릉군 울릉읍 울릉순환로 396-18 (도동리, 보건의료원)",3층 치매안심센터,3326001,4794025024,4794025000,37.48594062,130.8994626,ulleung.nid.or.kr,054-790-6827,,2018-05-18
경상북도울진군치매안심센터,경상북도,울진군,36324,"경북 울진군 울진읍 읍내8길 61-8 (읍내리, 울진군보건소)",,4775283,4793025000,4793025000,36.99621631,129.4045994,uljin.nid.or.kr,054-789-5025,,2019-06-14
경상북도의성군치매안심센터,경상북도,의성군,37343,"경북 의성군 의성읍 구봉길 228 (도서리, 의성군보건소)",의성군보건소 4층 치매안심센터,4745043,4773025025,4773025000,36.34571691,128.6975779,usc.nid.or.kr,054-830-6488,054-834-0669,2019-12-16
경상북도청도군치매안심센터,경상북도,청도군,38321,경상북도 청도군 화양읍 산성강변길 472,청도군치매안심센터,3311079,4782025000,4782025000,35.654342,128.7381579,cheongdo.nid.or.kr,054-370-2672~3,054-373-9475,2019-09-24
경상북도청송군치매안심센터,경상북도,청송군,37433,"경북 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원)",청송군치매안심센터,4748246,4775025000,4775025000,36.43114271,129.051771,cs.nid.or.kr,054-870-7330,054-870-7349,2018-12-14
경상북도칠곡군치매안심센터,경상북도,칠곡군,39872,"경북 칠곡군 왜관읍 관문로1길 30 (매원리, 칠곡군보건소)",칠곡군치매안심센터,4766044,4785025023,4785025000,35.99070797,128.4186406,chilgok.nid.or.kr,054-979-8391,054-979-8279,2018-10-25
경상북도포항시남구치매안심센터,경상북도,포항시 남구,37884,"경북 포항시 남구 오천읍 남원로 43 (원리, 포항시남구치매안심센터)",포항시 남구 치매안심센터,3000101,4711125621,4711157000,35.9704125,129.405147,phnamgu.nid.or.kr,054-270-8901,054-277-4260,2019-12-09
경상북도포항시북구치매안심센터,경상북도,포항시 북구,37607,"경북 포항시 북구 삼흥로 96 (장성동, 포항시북구보건소)",치매안심센터,3304015,4711312100,4219059500,36.07062625,129.3796607,phbukgu.nid.or.kr,054-270-8951,054-241-3363,2019-12-20
경상남도거제시치매안심센터,경상남도,거제시,53256,경남 거제시 거제중앙로13길 25 (고현동),거제시치매안심센터,3337066,4831011300,4831060000,34.88218346,128.6236988,geoje.nid.or.kr,055-639-6226,055-639-6129,2018-12-05
경상남도거창군치매안심센터,경상남도,거창군,50142,"경남 거창군 거창읍 거함대로 3079 (송정리, 보건소)",거창군치매안심센터,2346002,4888025000,4888025000,35.68106359,127.8984935,geochang.nid.or.kr,055-940-7910,055-940-7908,2018-10-19
경상남도고성군치매안심센터,경상남도,고성군,52942,경남 고성군 고성읍 중앙로 35 (성내리),2층 고성군 치매안심센터,4826072,4882025000,4882025000,34.97451553,128.324447,goseong.nid.or.kr,055-670-4851,055-670-4059,2018-11-08
경상남도김해시치매안심센터,경상남도,김해시,50827,"경남 김해시 분성로727번길 8-35 (지내동, 김해시동부지역치매안심센터)",김해 치매안심센터,3335031,4825012100,4825054000,35.22998273,128.9226668,gimhae.nid.or.kr,055-320-5961,,2020-09-21
경상남도남해군치매안심센터,경상남도,남해군,52413,"경남 남해군 남해읍 선소로 6 (북변리, 남해군보건소)",남해군 치매안심센터,3343022,4884025000,4884025000,34.84474988,127.8987857,namhae.nid.or.kr,055-860-8691,055-860-8798,2018-12-24
경상남도창원시마산치매안심센터,경상남도,창원시,51742,"경남 창원시 마산합포구 월영동북로 15 (해운동, 마산보건소)",치매안심센터,3329039,4812515800,4812553000,35.18239851,128.5628997,masan.nid.or.kr,055-225-5996,055-225-4770,2019-07-03
경상남도밀양시치매안심센터,경상남도,밀양시,50437,"경남 밀양시 삼문중앙로 41 (삼문동, 밀양시보건소)",밀양시보건소 별관 3층 치매안심센터,3336035,4827010400,4827052000,35.48567011,128.7560608,miryang.nid.or.kr,055-359-7086,055-359-7099,2018-11-07
경상남도사천시치매안심센터,경상남도,사천시,52551,경남 사천시 중앙로 212 (벌리동),사천시치매안심센터,3334034,4824010800,4824033000,34.94435219,128.0811474,sacheon.nid.or.kr,055-831-5860,055-831-5889,2019-07-11
경상남도산청군치매안심센터,경상남도,산청군,52225,"경남 산청군 산청읍 중앙로 97 (지리, 산청군보건의료원)",별관 1층,3345047,4886025000,4886025000,35.4160819,127.8842361,sancheong.nid.or.kr,"055-970-7633~34,36,47~49",055-970-7619,2019-10-17
경상남도양산시치매안심센터,경상남도,양산시,50623,경상남도 양산시 중앙로 7-32 (다방동 보건복지센터),"3, 7층",3338038,4833010300,4833051000,35.33215714,129.0379947,yangsan.nid.or.kr,055-392-5175,055-392-5719,2018-03-29
경상남도의령군치매안심센터,경상남도,의령군,52151,"경남 의령군 의령읍 의병로8길 16-1 (서동리, 항노화센터 및 치매안심센터)","1층,4층",3339053,4872025021,4872025000,35.31740278,128.2554404,uiryeong.nid.or.kr,055-570-4070,055-570-4089,2019-07-01
경상남도진주시치매안심센터,경상남도,진주시,52732,"경남 진주시 월아산로 2026 (초전동, 경상남도청 서부청사)","1층, 진주시 치매안심센터",3332043,4817012200,4817025000,35.21470009,128.1229151,jinju.nid.or.kr,055-749-5778,055-749-5799,2018-11-26
경상남도창원시진해치매안심센터,경상남도,진해구,51680,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소)",4층 치매안심센터,3331060,4812912600,4812953000,35.14989059,128.6619377,jinhae.nid.or.kr,055-225-6692,055-225-4772,2019-05-31
경상남도창녕군치매안심센터,경상남도,창녕군,50317,"경남 창녕군 창녕읍 군청1길 37 (교리, 창녕군 보건소)",창녕군 치매안심센터,4863475,4874025022,4874025000,35.5436574,128.4901131,cng.nid.or.kr,055-530-7503,055-530-6299,2018-07-24
경상남도창원시치매안심센터,경상남도,창원시,51503,"경남 창원시 성산구 마디미로73번길 10 (상남동, 창원보건소 치매안심센터)",상남동 37-3,2327003,4812312700,4812155000,35.21832577,128.6823024,changwon.nid.or.kr,055-225-5748,055-225-4767,2019-12-04
경상남도통영시치매안심센터,경상남도,통영시,53038,"경남 통영시 안개4길 102 (무전동, 통영시치매안심센터)",통영시 치매안심센터 2층,4799300,4822011100,4822070000,34.85981086,128.4323367,tongyeong.nid.or.kr,055-650-6100,055-650-6599,2019-09-23
경상남도하동군치매안심센터,경상남도,하동군,52319,"경남 하동군 횡천면 경서대로 1189 (횡천리, 횡천중학교)",하동군치매안심센터,3344003,4885025000,4885025000,35.10953824,127.8164709,hadong.nid.or.kr,055-880-6850,055-880-6799,2018-12-27
경상남도함안군치매안심센터,경상남도,함안군,52066,"경남 함안군 군북면 함마대로 768-3 (중암리, 군북면보건지소)",,4820511,4873025000,4873025000,35.26395038,128.3428448,haman.nid.or.kr,055-580-3245,055-580-3129,2018-05-31
경상남도함양군치매안심센터,경상남도,함양군,50039,"경남 함양군 함양읍 한들로 141 (용평리, 함양군보건소)",함양군치매안심센터,3346023,4887025000,4887025000,35.5196763,127.7317814,hygn.nid.or.kr,055-960-8080,055-964-1908,2018-09-28
경상남도합천군치매안심센터,경상남도,합천군,50232,"경남 합천군 합천읍 동서로 39 (합천리, 종합사회복지관)","1층,2층 합천군치매안심센터",3348045,4889025000,4889025000,35.56792811,128.1567534,hc.nid.or.kr,055-930-4092,,2017-12-28
제주도서귀포시동부치매안심센터,제주특별자치도,제주도 서귀포시 동부,63620,"제주특별자치도 서귀포시 남원읍 태위로 527 (남원리, 동부보건소)",2층 치매안심센터,3350268,5013025300,5013025300,33.27562846,126.7034249,seogwipodb.nid.or.kr,064-760-6125,064-764-1856,2018-07-31
제주도서귀포시치매안심센터,제주특별자치도,제주도 서귀포시 서귀포,63584,"제주특별자치도 서귀포시 중앙로101번길 52 (서홍동, 서귀포보건소)",별관 치매안심센터,4850812,5013010600,5013054000,33.25348127,126.5553573,seogwipo.nid.or.kr,064-760-6555,,2018-07-31
제주도서귀포시서부치매안심센터,제주특별자치도,제주도 서귀포시 서부,63513,"제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12 (하모리, 서부보건소)",치매안심센터 2층,3349003,5011025000,5011025000,33.21867194,126.2532449,seogwiposb.nid.or.kr,064-760-6249,064-760-6219,2018-05-01
제주도제주시동부치매안심센터,제주특별자치도,제주도 제주시 동부,63357,"제주특별자치도 제주시 구좌읍 김녕로14길 6 (김녕리, 동부보건소)",치매안심센터,3349030,5011025600,5011025600,33.55435153,126.751328,jejudongbu.nid.or.kr,064-728-7551,064-728-7569,2018-08-03
제주도제주시치매안심센터,제주특별자치도,제주도 제주시 제주,63219,"제주특별자치도 제주시 연삼로 264 (도남동, 제주보건소)",제주보건소 별관 2층 치매안심센터,3349137,5011012900,5011054000,33.49159994,126.5202379,jejuansim.nid.or.kr,064-728-8500,064-728-8509,2018-09-20
제주도제주시서부치매안심센터,제주특별자치도,제주도 제주시 서부,63028,"제주특별자치도 제주시 한림읍 강구로 5 (한림리, 서부보건소)",치매안심센터,3349003,5011025000,5011025000,33.41208361,126.2695292,jejuseobu.nid.or.kr,064-728-8661,064-728-4149,2018-06-20
